path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr,16_/checkpoint-3600
/home/peterr/macocu/task6_speech/data/00020300a.flac.wav,ja sam pokušao taj svoj stav izraziti ili imao sam volju izraziti,ja sam pokušao taj svoj stav izraziti na ili basam bolju izraziti,ja sam pokušao taj svoj stav izraziti na irima sam bolje i izraziti,ja sam pokušao taj svoj stav izraziti na firima sam boljo izraziti
/home/peterr/macocu/task6_speech/data/00020300b.flac.wav,na odboru za ratne veterane još prošli utorak kad je bila zakazana sjednica pa ju je u posljednji trenutak predsjednik odbora otkazao,odboru za ratne veterana i još prošli u torak ada jebila zakaza na sjednica pa vi je u posljednji trenutak predsjednik odbora otkazao,a odboru za rateveterane  još prošli utorak kad je bila zakazana sjednica pa vi je u poslijeditrenutak predsjedniku odbora odkazao,odboru za ratne veterane još prošli utorak kad je bila zakazana sjednica pa ji je u posljedi trenutak predsjednik odbora otkazao
/home/peterr/macocu/task6_speech/data/00020301.flac.wav,zakazana je ponovo za danas ujutro ,zakazada je ponovno za danas ujutro,i zakazana je ponovnoza danas ujutro,zakazana je ponovo za danas ujutro
/home/peterr/macocu/task6_speech/data/00020302.flac.wav,ne znam da li se spremaju za oporbu i šta se je desilo ali uglavnom hadeze je srušio taj svoj kvorum ,ne znam da li se spremaju za upor što se je desilo ali uglavnom hadezee sušao toj,ne znam da li se spremaju za uporbuiini šta se je desilo ali uglavdom hadezees strušio taj son poru,ne znam da li se spremaju za oporbu ili šta se je desilo ali uglavnom hadeze se srušio taj svoj kor
/home/peterr/macocu/task6_speech/data/00020303a.flac.wav,e pa nisam mogao tamo iznijeti svoj stav pa bih sada rekao ali bi molio,pa nisam mogao tamo izjeti svoj stav pa bi sada rekao a bi morio,e pa nisam mogao tamo izeti svoj stav ka bi sada rekao al bi molio,e pa nisam mogao tamo izeti svoj stav pa bih sada rekao al bi molio
/home/peterr/macocu/task6_speech/data/00020303b.flac.wav,se shvati ne da govorim o braniteljskim mirovinama ja o tome ne želim govoriti,r se shvati ne da govorimo o obraniteljskim mirovinama ja o tome ne želim govoriti,e se svati ne da govorimo obraniteljskim mirovinama ja o tome ne želim govoriti,se shvati ne da govorimo o braniteljskim mirovinama ja o tome ne želim govoriti
/home/peterr/macocu/task6_speech/data/00020303c.flac.wav,mogu samo govoriti o mirovinama koje su po općim propisima i mirovinama koje su po posebnim propisima,mogu samo govoriti o mirovinama koje su po općim popsvima i mirovinama koje su u posjebnim propuscima,mogu samo govoriti o mirovinama koje su po općim popusima i mirovinama koji su po posebnim ropusima,mogu samo govoriti o mirovinama koje su po općim popisima i mirovinama koje su po posebnim propisima
/home/peterr/macocu/task6_speech/data/00020304.flac.wav,i o tome ću jedino i isključivo govoriti ,i o tome ću jedino isključivo govoriti,i o tome ću jedino i isključivo govoriti,i o tome ću jedino i isključivo govoriti
/home/peterr/macocu/task6_speech/data/00020305a.flac.wav,dakle vlada esdepea je uvažavajući i recesiju i gospodarsko stanje i bruto društveni,dakle vlada esdepea je uvažavajući i recesiju i gospodarskog stanje i brtodruštveni,dakle vlada esdepea je uvažavajući i recesiju i gospodarsko stanje i brutodruštveni,dakle vlada esdepea je uvažavajući i recesiju i gospodarsko stanji buto društveni
/home/peterr/macocu/task6_speech/data/00020305b.flac.wav,proizvod i naslijeđenog teškog stanja koje nam je ostalo bila u teškoj situaciji,proizvod i naslječenog teškog stanja kojeg nam je ostalo bilo u teškoj situaciji,proizvod i nasljedaog teškog stana koje nam je ostalo bila u teškoj situaciji,proizvod i nasljeđenog teškog stanja koje nam je ostalo bila u teškoj situaciji
/home/peterr/macocu/task6_speech/data/00020306.flac.wav,krenula je u racionalizaciju nekih određenih većih izdataka ,krenula je u racionalizaciju nekih određenih većih izdataka,n renula je u racionalizaciju nekih odreženih većih izdataka,pikenula je u racionalizaciju nekih određenih većih izdataka
/home/peterr/macocu/task6_speech/data/00020307.flac.wav,jedan od tih je i devetnaest milijardi izdvajanja iz proračuna za mirovine ,je deetnaest milijardi izdvajanja iz proračuna za mirovine,sti i devetnaest milijardi izdvajanja iz proračuna za mirovine,ih je i devetnaest milijardi izdvajanja iz proračuna za mirovine
/home/peterr/macocu/task6_speech/data/00020308a.flac.wav,da se prvo pristupilo smanjenju deset posto za mirovine iznad pet tisuća,zato e da se prvo pristupilo smanjenju deset posto za mirovine in pet,nn da se prvo pristupilo o smanjenju deset posto za mirovine iznad pet tisuće,zato da se prvo pristupilo smanjenju deset posto za mirovine iznad petća
/home/peterr/macocu/task6_speech/data/00020308b.flac.wav,kuna i drugo da se išlo u razdvajanje mirovina tojest izdvajanje mirovina ostvarenih po posebnim,kuna i drugo da se išto u razevaljanje mirovina tojest izdvajanje mirovina ostvareni po posjebnima,i kuna i drugo da se išto urazdevaljanje mirovina tojest izdvajanje mirovina ostvareni po posebnimi,kunai drugo da se išlo u razdvajanje mirovina tojest izdvajanje mirovina ostvoreni po posebnima
/home/peterr/macocu/task6_speech/data/00020308c.flac.wav,propisima i one po i one u odnosu na one po općim propisima,ima i on one po u odnosu na vone po općim propisima,poopiima i oniionu odnosu na one po uopćim propisima,propisima i on i one po u odnosu na one po općim propisima
/home/peterr/macocu/task6_speech/data/00020309a.flac.wav,i po meni je upravo namjera bila te mirovine iskazati transparentnije,i po meni je upravo namjera bila te mirovine iskaza transparentnije,i po menji je upravo namjera bila te mirovine iskazati transparentnije,i po meni je upravo namjera bila te mirovine iskaza transparentnije
/home/peterr/macocu/task6_speech/data/00020309b.flac.wav,i čvršće vezati ove što idu iz državnog proračuna dakle po posebnim propisima čvršće vezati za realni rast bruto društvenog proizvoda vezano za smanjenje deficita tri tromjesečja zaredom,i čvršće vezati ove što idu iz državnog proračuna dakle po posebnim propisimma čvrštće vezati za realni razbdodruštvenog proizvoda vezano  za smanjenje deficita pou tri tritromjeseća zarido,i svršće vezati ove što idu iz dravnog proračuna dakle po posebnim propesima svršee vezati za realni razvrutodruštvenog proizvoda vezano  za smanjenje deicita utrittro mjesea za redu,i čvršće vezati ove što idu iz državnog proračuna dakle po posebnim propisima čvršće vezati za realni rast brudo društvenog proizvoda vezano za smanjenje deficita potritro mjeseča zaredo
/home/peterr/macocu/task6_speech/data/00020310a.flac.wav,isto tako se mora znati da je raskorak između mirovina po općim propisima u odnosu,se tako se mora znati da je raskorak između mirovina po općim propisima o,ist tako se moraznati da je raskorak izmeću mirovina po općim propisima u odlasuvnu,isto tako se mora znati da je raskorak između mirovina po općim propisima uoda
/home/peterr/macocu/task6_speech/data/00020310b.flac.wav,na mirovine po posebnim propisima dosta velik,na mirovine po posebnim propisima dosta velik,suna mirovine po posebnim propisima dosta velikk,na mirovine po posebnim propisima dosta velik
/home/peterr/macocu/task6_speech/data/00020311a.flac.wav,koliki je to raskorak nije loše usporediti da,koliki je to rasporak nije loše usporediti da,koliki je to rasporak nije loše usporediti da,koliki je to raskorak nije loše usporediti da
/home/peterr/macocu/task6_speech/data/00020311b.flac.wav,tristo pedeset tisuća naših umirovljenika ne prima više od jedanpetsto dvadeset tri kune svoju mirovinu,tristo pedeset tisuća naših umirovljenika ne prima više odjednatisuća petsto dvadesettri kuna svoje umirovinu,tristto pedeset tisuća naših umirovljenika ne prima više od jen tisuća pet sto dvadeset tri kune svoju mirovinu,tristo pedeset tisuća naših umirovljenika ne prima više od jedna tisuća petsto dvadeset tri kune svoju mirovinu
/home/peterr/macocu/task6_speech/data/00020312.flac.wav,i dakle i taj se moment pokušao uzeti u obzir kako bi se hajde smanjio taj jaz i raslojavanje među umirovljenicima ,i dakle i taj se momierat pokušao uzeti u obzir kako bi se janje smanjio taj jaz i rasvajavanje međuumirovljenistka,i dakle i taj semomerat pokušao uzeti u obzir kako bi se adnje smanljio tajjaz i raslojavanje meduumirovljenitu,i dakle i taj semominat pokušao uzeti u obzir kako bi se adje smanjio taj jaz i rasvajavanje međuumirovljenika
/home/peterr/macocu/task6_speech/data/00020313a.flac.wav,i dok je na snazi bio jedinstveni kriterij formiranja,i dok je na snazi bio jedinstveni kriteri formiranja,i dok je na snazi bio jedinstven kriteriji ormiranja,i dok je na snazi bio jedinstveni kriterij formiranja
/home/peterr/macocu/task6_speech/data/00020313b.flac.wav,aktualne vrijednosti mirovine dakle dok nije bilo tog razdvajanja u toj masi,aktualne vrijednosti i mirovine dakle dok nije bilo tog razdvajanja u toj masi,aktualne vrijednosti mirovine dakle dok nije bilo tog razdvajanja u toj masi,aktualne vrijednosti mirovine dakle dok nije bilo tog razdvajanja u toj masi
/home/peterr/macocu/task6_speech/data/00020313c.flac.wav,mesa i kupusa nije bilo vidljivo koliko je to razdvajanje odnosno koliko je to raslojavanje,mesta i kpusa nije bilo vidljivo koliko je to razdvaljanje odnosno olika tkoliko je to rasvlojavanje,mesta i kupusa nije bilo vidljivo koliko je to razdvaljae odnosno kolikakoliko je to raslojavanje,mesa i kupusa nije bilo vidljivo koliko je to razdvajanje odnosno koliko je to raslojavanje
/home/peterr/macocu/task6_speech/data/00020313d.flac.wav,kad su u pitanju umirovljenici i to je na neki način izašlo bilo i na površinu,kada su u pitanju umirovljenici i to je na neki način izašlo bilo i na površenj,kad se u pitanju umirovljenici i to je na neki način nijizašlo bilo i na površini,kada se u pitanju umirovljenici i to je na neki način izašlo bilo i na površinu
/home/peterr/macocu/task6_speech/data/00020314a.flac.wav,ovo sad vraćanje koje imamo na jedinstven kriterij znači i povećanje mirovina po posebnim propisima,ovo sada vraćanje koje imamo na jedinstveni kriteriji znači i povećanje mirovina po posebnim propisima,ovo sam raćanje koje imamo na jedinstven kriteriji znači i povećanje mirovina po posebnim propisima,ovo sad vraćanje koje imamo na jedinstven kriterij znači i povećanje mirovina po posebnim propisima
/home/peterr/macocu/task6_speech/data/00020314b.flac.wav,zašto treba dodatno čuli smo četristo trideset kroz određeno vremensko razdoblje i osamsto,zašto treba dodatno čuli smo četristo trideset kroz određeno vremensko razdoblje i osamsto tisuća,zašto treba dodatno čuli smo četristo trideset kroz odreženo vremensko razdoblje i osamsto tisuća,zašto treba dodatno čuli smo četristo trideset kroz određeno vremensko razdoblje i osamsto tisuća
/home/peterr/macocu/task6_speech/data/00020314c.flac.wav,i osamsto milijuna kuna ali treba dodati da s obzirom da se radi o,osamsto milijuna kuna ali treba dodati da obzirom da se radi o,i osamsto milijuna kuna ali  treba dodati da obzirom da se radi o,iosamsto milijuna kuna ali treba dodati da obzirom da se radi o
/home/peterr/macocu/task6_speech/data/00020314d.flac.wav,obećanju da se i vrati i onih deset posto to vam iznosi negdje,obećanju da se i vrati i onih deset posto to vabi izlazi negdje,obećanju da sei vratii onih deset posto to vam izlazi negdje,obećanju da se i vrati i onih deset posto to vam izlazi negdje
/home/peterr/macocu/task6_speech/data/00020314e.flac.wav,po gruboj računici oko milijardu i dvijesto tisuća kuna koliko će koštati promjena ovog zakona u određenom vremenskom periodu,po grumoj računici aoko milijardu i dvijesto tisuća kuna koliko će koštati promjena ovog zakona u određenom vremenskom periodu,po gruboj računici oko milijardu i dvijesto tisuća kuna koliko će koštati promjena ovog zakona u odreenom vremenskom periodu,po grumoj računici oko milijardu i dvijesto tisuća kuna koliko će koštati promjena ovog zakona u određenom vremenskom periodu
/home/peterr/macocu/task6_speech/data/00020315a.flac.wav,moje je mišljenje ja osjećam mislim,moje mišljenje ja osjećam misi,moje mišljenje jazn osjepćan mistim,moje je mišljenje jaznan osjećam mii
/home/peterr/macocu/task6_speech/data/00020315b.flac.wav,da je vlada esdepea napravila dobar posao u svom mandatu,da je vlada esdepea napravio da dobar posao u svom mandatu,daje vlada esdepea napravio da dobar potsao u svom mandatu,da je vlada esdepea napravila dobar posao u svom mandatu
/home/peterr/macocu/task6_speech/data/00020316.flac.wav,to pokazuju i danas svi makro i mikro ekonomski pokazatelji ,to pokazuju i da nas svi mako i mikoekonomski pokazatelji,to pokazuju i danasvi makro i mikroekonomski pokazati,to pokazuju i danas svi makro i mikroekonomski pokazatelji
/home/peterr/macocu/task6_speech/data/00020317a.flac.wav,ali da smo tako dobro odradili da bi jednostavno ovim zakonom ili da se ovim zakonom jednostavno,ali da smo tako dobro odradil da vi jednostavno ovim zakonom ili da se ovim zakonom jednostavno,ali da smo tako dobro odradili da vi jednostavno ovim zakonom ili da se ovim zakonom jednotvno,ali da smo tako dobro odradili da bi jednostavno ovim zakonom ili da se ovim zakonom jdnstvno
/home/peterr/macocu/task6_speech/data/00020317b.flac.wav,može zagrabiti ta milijarda dvjesto u nekakvom vremenskom periodu ja to doista nisam znao da smo tako dobro odradili posao,može zagrabiti ta milijarda dvijesto u nekakvom vremenskom periodu i ja to doista vi ste znao da smo tako dobro odradili posjedi,a može zagrabiti ta milijarda dvijesto u nekakvom vremenskom periodu i ja to doista vise znao da smo tako dobro odradili posebl,može zagrabiti ta milijarda dvijesto u nekakvom vremenskom periodu ja to doista vi sam znao da smo tako dobro odradili posebo
/home/peterr/macocu/task6_speech/data/00020318a.flac.wav,pa ako smo tako dobro odradili posao ako nas doista se uvjerava da je to tako,pa ako smo tako dobro odradili posao ako nas doista se uvjerava da je to tako,pa ako smo tako dobro odradili posau ako nas doista se uvjerava da je to tako,pa ako smo tako dobro odradili posao ako nas doista se uvjerava da je to tako
/home/peterr/macocu/task6_speech/data/00020318b.flac.wav,da je vlada esdepea stvorila tako čvrste temelje i da nam je budućnost tako svijeta,da svo nevlada esdepea stvorila tako čvrste tebeljie i da nam je budućnost tako svjetila,da smoda vladajeesdepea stvorila tako čvroste te bilji i da nam je budućnost tako svijetla,da da je vlada esdepea stvarila tako čvrste tebelje i da nam je budućnost tako svjetla
/home/peterr/macocu/task6_speech/data/00020318c.flac.wav,evo ja obećajem ako me se do kraja bude uvjerilo ja ću glasati s obje ruke za ovaj zakon,evo ja obećajem ako me se do kraja bude uvjerilo ja ću glasati sobe ruke za ovaj tako,evo ja obećajem ako me se do kraja bude uvjerilo ja ću glasati sobe ruke i za ovaj zakon,evo jao beća je ako me se do kraja bude uvjerelo ja ću glasati sobe ruke za ovaj zakon
